常用频道,#genre#
浙江卫视,http://58.220.219.14:9901/tsfile/live/0124_1.m3u8
山东卫视,http://58.220.219.14:9901/tsfile/live/0131_1.m3u8
广东卫视,http://58.220.219.14:9901/tsfile/live/0125_1.m3u8
辽宁卫视,http://58.220.219.14:9901/tsfile/live/0121_1.m3u8
安徽卫视,http://58.220.219.14:9901/tsfile/live/0130_1.m3u8
广西卫视,http://58.220.219.14:9901/tsfile/live/0113_1.m3u8
内蒙卫视,http://58.220.219.14:9901/tsfile/live/0114_1.m3u8
重庆卫视,http://58.220.219.14:9901/tsfile/live/0142_1.m3u8
四川卫视,http://58.220.219.14:9901/tsfile/live/0123_1.m3u8
河南卫视,http://58.220.219.14:9901/tsfile/live/0139_1.m3u8
深圳卫视,http://58.220.219.14:9901/tsfile/live/0126_1.m3u8
云南卫视,http://58.220.219.14:9901/tsfile/live/0119_1.m3u8
河北卫视,http://58.220.219.14:9901/tsfile/live/0117_1.m3u8
宁夏卫视,http://58.220.219.14:9901/tsfile/live/0112_1.m3u8
甘肃卫视,http://58.220.219.14:9901/tsfile/live/0141_1.m3u8
东南卫视,http://58.220.219.14:9901/tsfile/live/0137_1.m3u8
天津卫视,http://58.220.219.14:9901/tsfile/live/0135_1.m3u8
江西卫视,http://58.220.219.14:9901/tsfile/live/0138_1.m3u8
湖北卫视,http://58.220.219.14:9901/tsfile/live/0132_1.m3u8
吉林卫视,http://58.220.219.14:9901/tsfile/live/0116_1.m3u8
黑龙江卫视,http://58.220.219.14:9901/tsfile/live/0143_1.m3u8
山西卫视,http://58.220.219.14:9901/tsfile/live/0118_1.m3u8
贵州卫视,http://58.220.219.14:9901/tsfile/live/0120_1.m3u8
海南卫视,http://58.220.219.14:9901/tsfile/live/0120_2.m3u8
江苏城市,http://58.220.219.14:9901/tsfile/live/0120_3.m3u8
江苏综艺,http://58.220.219.14:9901/tsfile/live/0120_4.m3u8
西藏卫视,http://58.220.219.14:9901/tsfile/live/0120_5.m3u8
新疆卫视,http://58.220.219.14:9901/tsfile/live/0120_6.m3u8
陕西卫视,http://58.220.219.14:9901/tsfile/live/0120_7.m3u8

CCTV1,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8
CCTV2,http://59.48.75.130:3052/tsfile/live/0002_1.m3u8
CCTV3,http://59.48.75.130:3052/tsfile/live/0003_1.m3u8
CCTV4,http://59.48.75.130:3052/tsfile/live/0004_1.m3u8
CCTV5,http://59.48.75.130:3052/tsfile/live/0005_1.m3u8
CCTV6,http://59.48.75.130:3052/tsfile/live/0006_1.m3u8
CCTV7,http://59.48.75.130:3052/tsfile/live/0007_1.m3u8
CCTV8,http://59.48.75.130:3052/tsfile/live/0008_1.m3u8
CCTV9,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8
CCTV10,http://59.48.75.130:3052/tsfile/live/0010_1.m3u8
CCTV11,http://59.48.75.130:3052/tsfile/live/0011_1.m3u8
CCTV12,http://59.48.75.130:3052/tsfile/live/0012_1.m3u8
CCTV13,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8
CCTV14,http://59.48.75.130:3052/tsfile/live/0014_1.m3u8
CCTV15,http://59.48.75.130:3052/tsfile/live/0015_1.m3u8
东方卫视,http://59.48.75.130:3052/tsfile/live/0016_1.m3u8
江苏卫视,http://59.48.75.130:3052/tsfile/live/0017_1.m3u8
北京卫视,http://59.48.75.130:3052/tsfile/live/0018_1.m3u8
浙江卫视,http://59.48.75.130:3052/tsfile/live/0019_1.m3u8
辽宁卫视,http://59.48.75.130:3052/tsfile/live/0121_1.m3u8
安徽卫视,http://59.48.75.130:3052/tsfile/live/0130_1.m3u8
山东卫视,http://59.48.75.130:3052/tsfile/live/0131_1.m3u8
广东卫视,http://59.48.75.130:3052/tsfile/live/0125_1.m3u8
广西卫视,http://59.48.75.130:3052/tsfile/live/0113_1.m3u8
旅游卫视,http://59.48.75.130:3052/tsfile/live/0114_1.m3u8
重庆卫视,http://59.48.75.130:3052/tsfile/live/0142_1.m3u8
四川卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8
河南卫视,http://59.48.75.130:3052/tsfile/live/0139_1.m3u8
东南卫视,http://59.48.75.130:3052/tsfile/live/0137_1.m3u8
天津卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8
江西卫视,http://59.48.75.130:3052/tsfile/live/0138_1.m3u8
湖北卫视,http://59.48.75.130:3052/tsfile/live/0132_1.m3u8
吉林卫视,http://59.48.75.130:3052/tsfile/live/0116_1.m3u8
黑龙江卫视,http://59.48.75.130:3052/tsfile/live/0143_1.m3u8
山西卫视,http://59.48.75.130:3052/tsfile/live/0118_1.m3u8
贵州卫视,http://59.48.75.130:3052/tsfile/live/0120_1.m3u8
青海卫视,http://59.48.75.130:3052/tsfile/live/0140_1.m3u8
云南卫视,http://59.48.75.130:3052/tsfile/live/0119_1.m3u8
宁夏卫视,http://59.48.75.130:3052/tsfile/live/0112_1.m3u8
陕西卫视,http://59.48.75.130:3052/tsfile/live/0136_1.m3u8
新疆卫视,http://59.48.75.130:3052/tsfile/live/0110_1.m3u8
西藏卫视,http://59.48.75.130:3052/tsfile/live/0111_1.m3u8
内蒙古卫视,http://59.48.75.130:3052/tsfile/live/0109_1.m3u8
甘肃卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8
河北卫视,http://59.48.75.130:3052/tsfile/live/0117_1.m3u8
深圳卫视,http://59.48.75.130:3052/tsfile/live/0126_1.m3u8
厦门卫视,http://59.48.75.130:3052/tsfile/live/0129_1.m3u8
湖南卫视,http://59.48.75.130:3052/tsfile/live/0128_1.m3u8

CCTV1,http://124.235.218.240:9901/tsfile/live/0001_1.m3u8
CCTV2,http://124.235.218.240:9901/tsfile/live/0002_1.m3u8
CCTV3,http://124.235.218.240:9901/tsfile/live/0003_1.m3u8
CCTV5,http://124.235.218.240:9901/tsfile/live/0005_1.m3u8
CCTV6,http://124.235.218.240:9901/tsfile/live/0006_1.m3u8
CCTV8,http://124.235.218.240:9901/tsfile/live/0008_1.m3u8
CCTV9,http://124.235.218.240:9901/tsfile/live/0009_1.m3u8
CCTV5+,http://124.235.218.240:9901/tsfile/live/0016_1.m3u8
CCTV12,http://124.235.218.240:9901/tsfile/live/0012_1.m3u8
CCTV13,http://124.235.218.240:9901/tsfile/live/0013_1.m3u8
CCTV14,http://124.235.218.240:9901/tsfile/live/0014_1.m3u8
吉林延边,http://124.235.218.240:9901/tsfile/live/1008_1.m3u8
吉林卫视,http://124.235.218.240:9901/tsfile/live/0116_1.m3u8
北京卫视,http://124.235.218.240:9901/tsfile/live/0122_1.m3u8
湖南卫视,http://124.235.218.240:9901/tsfile/live/0128_1.m3u8
东方卫视,http://124.235.218.240:9901/tsfile/live/0107_1.m3u8
黑龙江卫视,http://124.235.218.240:9901/tsfile/live/0143_1.m3u8
江苏卫视,http://124.235.218.240:9901/tsfile/live/0127_1.m3u8
河北卫视,http://124.235.218.240:9901/tsfile/live/0117_1.m3u8
河南卫视,http://124.235.218.240:9901/tsfile/live/0139_1.m3u8
天津卫视,http://124.235.218.240:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://124.235.218.240:9901/tsfile/live/0121_1.m3u8
山东卫视,http://124.235.218.240:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://124.235.218.240:9901/tsfile/live/0132_1.m3u8
安徽卫视,http://124.235.218.240:9901/tsfile/live/0125_1.m3u8
浙江卫视,http://124.235.218.240:9901/tsfile/live/0124_1.m3u8
东南卫视,http://124.235.218.240:9901/tsfile/live/0137_1.m3u8




//移动网线路,


//黑龙江移动-移动内网,


//山东青岛移动,
CCTV2,http://111.15.174.107:8969/tsfile/live/0002_1.m3u8
CCTV3,http://111.15.174.107:8969/tsfile/live/0003_1.m3u8
CCTV4,http://111.15.174.107:8969/tsfile/live/0004_1.m3u8
CCTV5,http://111.15.174.107:8969/tsfile/live/0005_1.m3u8
陕西卫视,http://111.15.174.107:8969/tsfile/live/0136_1.m3u8
四川卫视,http://111.15.174.107:8969/tsfile/live/1007_1.m3u8
河南卫视,http://111.15.174.107:8969/tsfile/live/0139_1.m3u8
北京卫视,http://111.15.174.107:8969/tsfile/live/0122_1.m3u8
江苏卫视,http://111.15.174.107:8969/tsfile/live/0127_1.m3u8
浙江卫视,http://111.15.174.107:8969/tsfile/live/0124_1.m3u8
湖南卫视,http://111.15.174.107:8969/tsfile/live/0128_1.m3u8
辽宁卫视,http://111.15.174.107:8969/tsfile/live/0121_1.m3u8
天津卫视,http://111.15.174.107:8969/tsfile/live/0135_1.m3u8
东南卫视,http://111.15.174.107:8969/tsfile/live/0107_1.m3u8
广东卫视,http://111.15.174.107:8969/tsfile/live/0125_1.m3u8
优漫卡通,http://111.15.174.107:8969/tsfile/live/1016_1.m3u8
炫动卡通,http://111.15.174.107:8969/tsfile/live/1017_1.m3u8



//组播非高清,

//四川,
陕西卫视,http://171.88.21.15:8888/udp/239.93.0.125:5140 
山西卫视,http://171.88.21.15:8888/udp/239.93.0.127:5140 
内蒙古卫视,http://171.88.21.15:8888/udp/239.93.0.87:5140 
青海卫视,http://171.88.21.15:8888/udp/239.93.0.85:5140 
宁夏卫视,http://171.88.21.15:8888/udp/239.93.0.74:5140 
西藏卫视,http://171.88.21.15:8888/udp/239.93.0.83:5140 
新疆卫视,http://171.88.21.15:8888/udp/239.93.0.82:5140 
海南卫视,http://171.88.21.15:8888/udp/239.93.0.90:5140 
陕西农林,http://171.88.21.15:8888/udp/239.93.0.100:5140 
兵团卫视,http://171.88.21.15:8888/udp/239.93.42.43:5140 
三沙卫视,http://171.88.21.15:8888/udp/239.93.42.58:5140 
延边卫视,http://171.88.21.15:8888/udp/239.93.0.249:5140 
CETV2,http://171.88.21.15:8888/udp/239.93.0.113:5140 
CETV4,http://171.88.21.15:8888/udp/239.93.0.50:5140 
经典电影专区,http://171.88.21.15:8888/udp/239.93.0.57:9024 
华语影院专区,http://171.88.21.15:8888/udp/239.93.42.86:5140 
星光院线专区,http://171.88.21.15:8888/udp/239.93.42.87:5140 
全球大片专区,http://171.88.21.15:8888/udp/239.93.42.90:5140 
热播剧场专区,http://171.88.21.15:8888/udp/239.93.0.56:9020 
热门剧场专区,http://171.88.21.15:8888/udp/239.93.42.88:5140 
谍战剧场专区,http://171.88.21.15:8888/udp/239.93.42.91:5140 
红色影院专区,http://171.88.21.15:8888/udp/239.93.0.202:9068 
经典剧场专区,http://171.88.21.15:8888/udp/239.93.0.203:9072 
纪实人文,http://171.88.21.15:8888/udp/239.93.1.154:5140 
爱怀旧专区,http://171.88.21.15:8888/udp/239.93.42.21:5140 
爱喜剧专区,http://171.88.21.15:8888/udp/239.93.42.9:5140 
爱奇谈专区,http://171.88.21.15:8888/udp/239.93.42.22:5140 
爱科幻专区,http://171.88.21.15:8888/udp/239.93.42.10:5140 
爱院线专区,http://171.88.21.15:8888/udp/239.93.42.11:5140 
都市剧场,http://171.88.21.15:8888/udp/239.93.42.30:5140 
爱谍战专区,http://171.88.21.15:8888/udp/239.93.42.14:5140 
爱经典专区,http://171.88.21.15:8888/udp/239.93.42.13:5140 
爱悬疑专区,http://171.88.21.15:8888/udp/239.93.42.12:5140 
爱青春专区,http://171.88.21.15:8888/udp/239.93.42.16:5140 
怀旧剧场,http://171.88.21.15:8888/udp/239.93.1.198:5140 
第一剧场,http://171.88.21.15:8888/udp/239.93.1.197:5140 
风云剧场,http://171.88.21.15:8888/udp/239.93.1.156:5140 
CHC家庭影院,http://171.88.21.15:8888/udp/239.93.42.6:5140 
CHC动作电影,http://171.88.21.15:8888/udp/239.93.42.7:5140 
欢笑剧场4K,http://171.88.21.15:8888/udp/239.93.0.145:5140 


//重庆,
CCTV11,http://27.10.212.16:8008/udp/225.0.4.7:7980
CCTV13,http://27.10.212.16:8008/udp/225.0.4.9:7980
CCTV15,http://27.10.212.16:8008/udp/225.0.4.11:7980
山西卫视,http://27.10.212.16:8008/udp/225.0.4.37:7980
湖北卫视,http://27.10.212.16:8008/udp/225.0.4.28:7980
海南卫视,http://27.10.212.16:8008/udp/225.0.4.40:7980
陕西卫视,http://27.10.212.16:8008/udp/225.0.4.36:7980
吉林卫视,http://27.10.212.16:8008/udp/225.0.4.35:7980
内蒙古卫视,http://27.10.212.16:8008/udp/225.0.4.38:7980
云南卫视,http://27.10.212.16:8008/udp/225.0.4.21:7980
河南卫视,http://27.10.212.16:8008/udp/225.0.4.22:7980
广西卫视,http://27.10.212.16:8008/udp/225.0.4.34:7980
宁夏卫视,http://27.10.212.16:8008/udp/225.0.4.41:7980
甘肃卫视,http://27.10.212.16:8008/udp/225.0.4.44:7980
青海卫视,http://27.10.212.16:8008/udp/225.0.4.39:7980
新疆卫视,http://27.10.212.16:8008/udp/225.0.4.43:7980
西藏卫视,http://27.10.212.16:8008/udp/225.0.4.42:7980
CGTN,http://27.10.212.16:8008/udp/225.0.4.12:7980
IPTV相声小品,http://27.10.212.16:8008/udp/225.0.4.56:7980
武侠剧场,http://27.10.212.16:8008/udp/225.0.4.168:7980
喜剧影院,http://27.10.212.16:8008/udp/225.0.4.169:7980
动作影院,http://27.10.212.16:8008/udp/225.0.4.170:7980
家庭影院,http://27.10.212.16:8008/udp/225.0.4.171:7980
CETV4,http://27.10.212.16:8008/udp/225.0.4.185:7980
重庆卫视,http://27.10.212.16:8008/udp/225.0.4.30:7980
CCTV1,http://27.10.212.16:8008/udp/225.0.4.1:7980
CCTV2,http://27.10.212.16:8008/udp/225.0.4.2:7980
CCTV3,http://27.10.212.16:8008/udp/225.0.4.138:7980
CCTV4,http://27.10.212.16:8008/udp/225.0.4.3:7980
CCTV5,http://27.10.212.16:8008/udp/225.0.4.139:7980
CCTV6,http://27.10.212.16:8008/udp/225.0.4.140:7980
CCTV7,http://27.10.212.16:8008/udp/225.0.4.4:7980
CCTV8,http://27.10.212.16:8008/udp/225.0.4.141:7980
CCTV9,http://27.10.212.16:8008/udp/225.0.4.5:7980
CCTV10,http://27.10.212.16:8008/udp/225.0.4.6:7980
CCTV12,http://27.10.212.16:8008/udp/225.0.4.8:7980
CCTV14,http://27.10.212.16:8008/udp/225.0.4.10:7980
CCTV17,http://27.10.212.16:8008/udp/225.0.4.180:7980
江苏卫视,http://27.10.212.16:8008/udp/225.0.4.15:7980
浙江卫视,http://27.10.212.16:8008/udp/225.0.4.14:7980
东方卫视,http://27.10.212.16:8008/udp/225.0.4.29:7980
北京卫视,http://27.10.212.16:8008/udp/225.0.4.17:7980
天津卫视,http://27.10.212.16:8008/udp/225.0.4.18:7980
贵州卫视,http://27.10.212.16:8008/udp/225.0.4.26:7980
山东卫视,http://27.10.212.16:8008/udp/225.0.4.20:7980
四川卫视,http://27.10.212.16:8008/udp/225.0.4.24:7980
江西卫视,http://27.10.212.16:8008/udp/225.0.4.25:7980
安徽卫视,http://27.10.212.16:8008/udp/225.0.4.16:7980
辽宁卫视,http://27.10.212.16:8008/udp/225.0.4.19:7980
东南卫视,http://27.10.212.16:8008/udp/225.0.4.31:7980
湖南卫视,http://27.10.212.16:8008/udp/225.0.4.13:7980
广东卫视,http://27.10.212.16:8008/udp/225.0.4.33:7980
深圳卫视,http://27.10.212.16:8008/udp/225.0.4.27:7980
河北卫视,http://27.10.212.16:8008/udp/225.0.4.32:7980
黑龙江卫视,http://27.10.212.16:8008/udp/225.0.4.23:7980
CHC家庭影院,http://27.10.212.16:8008/udp/225.0.4.228:7980
CHC动作电影,http://27.10.212.16:8008/udp/225.0.4.229:7980
CCTV11,http://27.11.251.97:8008/udp/225.0.4.7:7980
CCTV13,http://27.11.251.97:8008/udp/225.0.4.9:7980
CCTV15,http://27.11.251.97:8008/udp/225.0.4.11:7980
山西卫视,http://27.11.251.97:8008/udp/225.0.4.37:7980
湖北卫视,http://27.11.251.97:8008/udp/225.0.4.28:7980
海南卫视,http://27.11.251.97:8008/udp/225.0.4.40:7980
陕西卫视,http://27.11.251.97:8008/udp/225.0.4.36:7980
吉林卫视,http://27.11.251.97:8008/udp/225.0.4.35:7980
内蒙古卫视,http://27.11.251.97:8008/udp/225.0.4.38:7980
云南卫视,http://27.11.251.97:8008/udp/225.0.4.21:7980
河南卫视,http://27.11.251.97:8008/udp/225.0.4.22:7980
广西卫视,http://27.11.251.97:8008/udp/225.0.4.34:7980
宁夏卫视,http://27.11.251.97:8008/udp/225.0.4.41:7980
甘肃卫视,http://27.11.251.97:8008/udp/225.0.4.44:7980
青海卫视,http://27.11.251.97:8008/udp/225.0.4.39:7980
新疆卫视,http://27.11.251.97:8008/udp/225.0.4.43:7980
西藏卫视,http://27.11.251.97:8008/udp/225.0.4.42:7980
IPTV3+,http://27.11.251.97:8008/udp/225.0.4.51:7980
CGTN,http://27.11.251.97:8008/udp/225.0.4.12:7980
全纪实,http://27.11.251.97:8008/udp/225.0.4.113:7980
IPTV相声小品,http://27.11.251.97:8008/udp/225.0.4.56:7980
喜剧影院,http://27.11.251.97:8008/udp/225.0.4.169:7980
动作影院,http://27.11.251.97:8008/udp/225.0.4.170:7980
家庭影院,http://27.11.251.97:8008/udp/225.0.4.171:7980
CETV4,http://27.11.251.97:8008/udp/225.0.4.185:7980
重庆卫视,http://27.11.251.97:8008/udp/225.0.4.30:7980
CQTV新闻,http://27.11.251.97:8008/udp/225.0.4.59:7980
CCTV1,http://27.11.251.97:8008/udp/225.0.4.1:7980
CCTV2,http://27.11.251.97:8008/udp/225.0.4.2:7980
CCTV3,http://27.11.251.97:8008/udp/225.0.4.138:7980
CCTV4,http://27.11.251.97:8008/udp/225.0.4.3:7980
CCTV5,http://27.11.251.97:8008/udp/225.0.4.139:7980
CCTV6,http://27.11.251.97:8008/udp/225.0.4.140:7980
CCTV7,http://27.11.251.97:8008/udp/225.0.4.4:7980
CCTV8,http://27.11.251.97:8008/udp/225.0.4.141:7980
CCTV9,http://27.11.251.97:8008/udp/225.0.4.5:7980
CCTV10,http://27.11.251.97:8008/udp/225.0.4.6:7980
CCTV12,http://27.11.251.97:8008/udp/225.0.4.8:7980
CCTV14,http://27.11.251.97:8008/udp/225.0.4.10:7980
CCTV17,http://27.11.251.97:8008/udp/225.0.4.180:7980
江苏卫视,http://27.11.251.97:8008/udp/225.0.4.15:7980
浙江卫视,http://27.11.251.97:8008/udp/225.0.4.14:7980
东方卫视,http://27.11.251.97:8008/udp/225.0.4.29:7980
北京卫视,http://27.11.251.97:8008/udp/225.0.4.17:7980
天津卫视,http://27.11.251.97:8008/udp/225.0.4.18:7980
贵州卫视,http://27.11.251.97:8008/udp/225.0.4.26:7980
山东卫视,http://27.11.251.97:8008/udp/225.0.4.20:7980
四川卫视,http://27.11.251.97:8008/udp/225.0.4.24:7980
江西卫视,http://27.11.251.97:8008/udp/225.0.4.25:7980
安徽卫视,http://27.11.251.97:8008/udp/225.0.4.16:7980
辽宁卫视,http://27.11.251.97:8008/udp/225.0.4.19:7980
东南卫视,http://27.11.251.97:8008/udp/225.0.4.31:7980
湖南卫视,http://27.11.251.97:8008/udp/225.0.4.13:7980
广东卫视,http://27.11.251.97:8008/udp/225.0.4.33:7980
深圳卫视,http://27.11.251.97:8008/udp/225.0.4.27:7980
河北卫视,http://27.11.251.97:8008/udp/225.0.4.32:7980
黑龙江卫视,http://27.11.251.97:8008/udp/225.0.4.23:7980
CHC家庭影院,http://27.11.251.97:8008/udp/225.0.4.228:7980
CHC动作电影,http://27.11.251.97:8008/udp/225.0.4.229:7980
CCTV11,http://27.10.211.9:8002/udp/225.0.4.7:7980
CCTV13,http://27.10.211.9:8002/udp/225.0.4.9:7980
CCTV15,http://27.10.211.9:8002/udp/225.0.4.11:7980
山西卫视,http://27.10.211.9:8002/udp/225.0.4.37:7980
湖北卫视,http://27.10.211.9:8002/udp/225.0.4.28:7980
海南卫视,http://27.10.211.9:8002/udp/225.0.4.40:7980
陕西卫视,http://27.10.211.9:8002/udp/225.0.4.36:7980
吉林卫视,http://27.10.211.9:8002/udp/225.0.4.35:7980
内蒙古卫视,http://27.10.211.9:8002/udp/225.0.4.38:7980
云南卫视,http://27.10.211.9:8002/udp/225.0.4.21:7980
河南卫视,http://27.10.211.9:8002/udp/225.0.4.22:7980
广西卫视,http://27.10.211.9:8002/udp/225.0.4.34:7980
宁夏卫视,http://27.10.211.9:8002/udp/225.0.4.41:7980
甘肃卫视,http://27.10.211.9:8002/udp/225.0.4.44:7980
少儿动画,http://27.10.211.9:8002/udp/225.0.4.52:7980
卡酷动画,http://27.10.211.9:8002/udp/225.0.4.45:7980
金鹰卡通,http://27.10.211.9:8002/udp/225.0.4.46:7980
魅力时尚,http://27.10.211.9:8002/udp/225.0.4.49:7980
青海卫视,http://27.10.211.9:8002/udp/225.0.4.39:7980
新疆卫视,http://27.10.211.9:8002/udp/225.0.4.43:7980
西藏卫视,http://27.10.211.9:8002/udp/225.0.4.42:7980
CGTN,http://27.10.211.9:8002/udp/225.0.4.12:7980
IPTV相声小品,http://27.10.211.9:8002/udp/225.0.4.56:7980
喜剧影院,http://27.10.211.9:8002/udp/225.0.4.169:7980
动作影院,http://27.10.211.9:8002/udp/225.0.4.170:7980
家庭影院,http://27.10.211.9:8002/udp/225.0.4.171:7980
CETV4,http://27.10.211.9:8002/udp/225.0.4.185:7980
重庆卫视,http://27.10.211.9:8002/udp/225.0.4.30:7980
CCTV1,http://27.10.211.9:8002/udp/225.0.4.1:7980
CCTV2,http://27.10.211.9:8002/udp/225.0.4.2:7980
CCTV3,http://27.10.211.9:8002/udp/225.0.4.138:7980
CCTV4,http://27.10.211.9:8002/udp/225.0.4.3:7980
CCTV5,http://27.10.211.9:8002/udp/225.0.4.139:7980
CCTV6,http://27.10.211.9:8002/udp/225.0.4.140:7980
CCTV7,http://27.10.211.9:8002/udp/225.0.4.4:7980
CCTV8,http://27.10.211.9:8002/udp/225.0.4.141:7980
CCTV9,http://27.10.211.9:8002/udp/225.0.4.5:7980
CCTV10,http://27.10.211.9:8002/udp/225.0.4.6:7980
CCTV12,http://27.10.211.9:8002/udp/225.0.4.8:7980
CCTV14,http://27.10.211.9:8002/udp/225.0.4.10:7980
CCTV17,http://27.10.211.9:8002/udp/225.0.4.180:7980
江苏卫视,http://27.10.211.9:8002/udp/225.0.4.15:7980
浙江卫视,http://27.10.211.9:8002/udp/225.0.4.14:7980
东方卫视,http://27.10.211.9:8002/udp/225.0.4.29:7980
北京卫视,http://27.10.211.9:8002/udp/225.0.4.17:7980
天津卫视,http://27.10.211.9:8002/udp/225.0.4.18:7980
贵州卫视,http://27.10.211.9:8002/udp/225.0.4.26:7980
山东卫视,http://27.10.211.9:8002/udp/225.0.4.20:7980
四川卫视,http://27.10.211.9:8002/udp/225.0.4.24:7980
江西卫视,http://27.10.211.9:8002/udp/225.0.4.25:7980
安徽卫视,http://27.10.211.9:8002/udp/225.0.4.16:7980
辽宁卫视,http://27.10.211.9:8002/udp/225.0.4.19:7980
东南卫视,http://27.10.211.9:8002/udp/225.0.4.31:7980
湖南卫视,http://27.10.211.9:8002/udp/225.0.4.13:7980
广东卫视,http://27.10.211.9:8002/udp/225.0.4.33:7980
深圳卫视,http://27.10.211.9:8002/udp/225.0.4.27:7980
河北卫视,http://27.10.211.9:8002/udp/225.0.4.32:7980
黑龙江卫视,http://27.10.211.9:8002/udp/225.0.4.23:7980
CHC家庭影院,http://27.10.211.9:8002/udp/225.0.4.228:7980
CHC动作电影,http://27.10.211.9:8002/udp/225.0.4.229:7980
CCTV11,http://27.10.215.55:8002/udp/225.0.4.7:7980
CCTV13,http://27.10.215.55:8002/udp/225.0.4.9:7980
CCTV15,http://27.10.215.55:8002/udp/225.0.4.11:7980
山西卫视,http://27.10.215.55:8002/udp/225.0.4.37:7980
湖北卫视,http://27.10.215.55:8002/udp/225.0.4.28:7980
海南卫视,http://27.10.215.55:8002/udp/225.0.4.40:7980
陕西卫视,http://27.10.215.55:8002/udp/225.0.4.36:7980
吉林卫视,http://27.10.215.55:8002/udp/225.0.4.35:7980
内蒙古卫视,http://27.10.215.55:8002/udp/225.0.4.38:7980
云南卫视,http://27.10.215.55:8002/udp/225.0.4.21:7980
河南卫视,http://27.10.215.55:8002/udp/225.0.4.22:7980
广西卫视,http://27.10.215.55:8002/udp/225.0.4.34:7980
宁夏卫视,http://27.10.215.55:8002/udp/225.0.4.41:7980
甘肃卫视,http://27.10.215.55:8002/udp/225.0.4.44:7980
少儿动画,http://27.10.215.55:8002/udp/225.0.4.52:7980
卡酷动画,http://27.10.215.55:8002/udp/225.0.4.45:7980
金鹰卡通,http://27.10.215.55:8002/udp/225.0.4.46:7980
魅力时尚,http://27.10.215.55:8002/udp/225.0.4.49:7980
青海卫视,http://27.10.215.55:8002/udp/225.0.4.39:7980
新疆卫视,http://27.10.215.55:8002/udp/225.0.4.43:7980
西藏卫视,http://27.10.215.55:8002/udp/225.0.4.42:7980
IPTV相声小品,http://27.10.215.55:8002/udp/225.0.4.56:7980
武侠剧场,http://27.10.215.55:8002/udp/225.0.4.168:7980
喜剧影院,http://27.10.215.55:8002/udp/225.0.4.169:7980
动作影院,http://27.10.215.55:8002/udp/225.0.4.170:7980
家庭影院,http://27.10.215.55:8002/udp/225.0.4.171:7980
CETV4,http://27.10.215.55:8002/udp/225.0.4.185:7980
重庆卫视,http://27.10.215.55:8002/udp/225.0.4.30:7980
CCTV1,http://27.10.215.55:8002/udp/225.0.4.1:7980
CCTV2,http://27.10.215.55:8002/udp/225.0.4.2:7980
CCTV3,http://27.10.215.55:8002/udp/225.0.4.138:7980
CCTV4,http://27.10.215.55:8002/udp/225.0.4.3:7980
CCTV5,http://27.10.215.55:8002/udp/225.0.4.139:7980
CCTV6,http://27.10.215.55:8002/udp/225.0.4.140:7980
CCTV7,http://27.10.215.55:8002/udp/225.0.4.4:7980
CCTV8,http://27.10.215.55:8002/udp/225.0.4.141:7980
CCTV9,http://27.10.215.55:8002/udp/225.0.4.5:7980
CCTV10,http://27.10.215.55:8002/udp/225.0.4.6:7980
CCTV12,http://27.10.215.55:8002/udp/225.0.4.8:7980
CCTV14,http://27.10.215.55:8002/udp/225.0.4.10:7980
CCTV17,http://27.10.215.55:8002/udp/225.0.4.180:7980
江苏卫视,http://27.10.215.55:8002/udp/225.0.4.15:7980
浙江卫视,http://27.10.215.55:8002/udp/225.0.4.14:7980
东方卫视,http://27.10.215.55:8002/udp/225.0.4.29:7980
北京卫视,http://27.10.215.55:8002/udp/225.0.4.17:7980
天津卫视,http://27.10.215.55:8002/udp/225.0.4.18:7980
贵州卫视,http://27.10.215.55:8002/udp/225.0.4.26:7980
山东卫视,http://27.10.215.55:8002/udp/225.0.4.20:7980
四川卫视,http://27.10.215.55:8002/udp/225.0.4.24:7980
江西卫视,http://27.10.215.55:8002/udp/225.0.4.25:7980
安徽卫视,http://27.10.215.55:8002/udp/225.0.4.16:7980
辽宁卫视,http://27.10.215.55:8002/udp/225.0.4.19:7980
东南卫视,http://27.10.215.55:8002/udp/225.0.4.31:7980
湖南卫视,http://27.10.215.55:8002/udp/225.0.4.13:7980
广东卫视,http://27.10.215.55:8002/udp/225.0.4.33:7980
深圳卫视,http://27.10.215.55:8002/udp/225.0.4.27:7980
河北卫视,http://27.10.215.55:8002/udp/225.0.4.32:7980
黑龙江卫视,http://27.10.215.55:8002/udp/225.0.4.23:7980
CHC家庭影院,http://27.10.215.55:8002/udp/225.0.4.228:7980
CHC动作电影,http://27.10.215.55:8002/udp/225.0.4.229:7980
CCTV11,http://27.10.215.124:8002/udp/225.0.4.7:7980
CCTV13,http://27.10.215.124:8002/udp/225.0.4.9:7980
CCTV15,http://27.10.215.124:8002/udp/225.0.4.11:7980
山西卫视,http://27.10.215.124:8002/udp/225.0.4.37:7980
